salesforce_account_id,account_name,uc_dollars,non_uc_dollars,total_dollars,uc_pct,total_dbus
0016100001fQcWHAA0,Scottish Government,0.0,17.19,17.19,0.0,43.25
0016100001WR9wOAAT,Cognizant UK,13.43,3.56,16.99,79.0,47.81
001Vp00000IbqrrIAB,londoninnovationlabs.com,4.85,11.77,16.62,29.2,40.67
001Vp0000033efIIAQ,student.uwl.ac.uk,0.0,16.52,16.52,0.0,21.63
0016100000U5Dl0AAF,Marsh McLennan,0.0,16.45,16.45,0.0,42.91
0018Y000036fS5kQAE,Inver Re,0.0,16.36,16.36,0.0,56.42
001Vp0000033hLHIAY,GUILDHAWK LIMITED,0.0,16.11,16.11,0.0,126.36
001Vp00000ghxbKIAQ,beargroup.uk,1.44,14.52,15.96,9.0,25.51
0016100001H4cFhAAJ,SoftServe,0.0,15.86,15.86,0.0,27.17
00161000016umANAAY,EPAM Systems,1.18,14.35,15.52,7.6,23.37
001Vp00000GIMs6IAH,CLS HOLDINGS PLC,0.0,15.14,15.14,0.0,44.54
001Vp00000VZthWIAT,trend-labs.co.uk,4.39,10.74,15.12,29.0,20.36
001Vp00000R9pYPIAZ,EG ON THE MOVE LIMITED,4.08,10.67,14.75,27.7,28.27
0016100001EzK0hAAF,LogicMonitor,0.0,14.7,14.7,0.0,25.29
0016100001SQS4kAAH,University of North Texas Health Science Center,0.0,14.55,14.55,0.0,21.69
0016100001H6k7aAAB,Brooks Macdonald,0.0,14.44,14.44,0.0,42.47
0013f000004S4YKAA0,Netcetera AG,13.26,1.13,14.39,92.2,30.78
001Vp00000HQyLJIA1,SEALSTONE LIMITED,2.79,11.5,14.29,19.5,24.11
0018Y00002sbmu7QAA,Asper.ai,1.01,13.26,14.27,7.1,21.7
001Vp000004AdU6IAK,Paltech Consulting Private Limited,4.64,9.38,14.02,33.1,20.5
001Vp00000aRRh1IAG,CYBIT GROUP LIMITED,0.0,13.55,13.55,0.0,39.85
0014N00001ip6SSQAY,Neudesic,1.39,11.62,13.01,10.7,23.07
0013f000004TB99AAG,ISG Technology LLC,0.0,12.94,12.94,0.0,27.77
001Vp000006Di6OIAS,FINOVA CAPITAL PRIVATE LIMITED,0.0,12.79,12.79,0.0,37.62
0014N00002BE1DfQAL,CGI,0.0,12.64,12.64,0.0,33.06
0016100001TPKV9AAP,SC Johnson & Son,0.0,12.49,12.49,0.0,32.93
001Vp0000033bPoIAI,INCIPER LIMITED,0.0,12.43,12.43,0.0,26.29
001Vp00000iTmzFIAS,mythsmiths.co.uk,2.51,9.76,12.27,20.4,18.5
001Vp00000L7g3HIAR,live.com,2.41,9.62,12.03,20.0,21.58
001Vp00000XadSuIAJ,digitalcastanea.net,5.41,6.54,11.95,45.2,20.39
0013f000008oyKqAAI,BigBear.ai,2.51,9.15,11.66,21.5,26.51
001Vp00000394KiIAI,I T Vet,0.0,11.65,11.65,0.0,40.32
001Vp00000JgccHIAR,differentialanalytics.com,0.0,11.64,11.64,0.0,34.23
0016100001TPKYXAA5,Northeastern University,0.0,11.51,11.51,0.0,24.62
001Vp00000h01oAIAQ,MIDDLESBROUGH COLLEGE,0.0,11.42,11.42,0.0,21.01
001Vp000008RJouIAG,Intelligent AI,0.0,11.35,11.35,0.0,25.97
001Vp00000BecZmIAJ,OneTwo Tech,0.0,11.18,11.18,0.0,32.88
001Vp0000033eFRIAY,MALLA REDDY COLLEGE OF ENGINEERING & TECHNOLOGY,0.52,9.67,10.19,5.1,15.68
0018Y0000348bpMQAQ,Reverse Logistics,0.0,9.87,9.87,0.0,15.29
001Vp00000iCmpAIAS,cco.com,3.39,6.26,9.65,35.1,15.08
001Vp0000033b9eIAA,ESRI UK,0.0,9.61,9.61,0.0,35.06
0016100001IuPMzAAN,Capgemini S.A. (HQ),0.0,9.47,9.47,0.0,19.47
001Vp0000033UPrIAM,ARNOLD CLARK AUTOMOBILES LIMITED,0.0,9.41,9.41,0.0,27.69
0016100001SQV2mAAH,Justin,0.85,8.45,9.31,9.2,18.52
001Vp00000ib7XTIAY,REDCOMPASS LIMITED,0.0,9.22,9.22,0.0,14.47
001Vp00000TK1vOIAT,br.trident-energy.com,4.11,4.98,9.09,45.2,25.25
0018Y00002fr75sQAA,Anova,0.41,8.49,8.9,4.6,16.2
00161000005eOe6AAE,Deloitte Consulting (HQ),0.24,8.42,8.66,2.8,2225.37
0018Y00002scYCiQAM,COGNIZANT WORLDWIDE LIMITED,0.0,8.54,8.54,0.0,13.34
001Vp00000KSxbCIAT,marsantech.net,0.0,8.37,8.37,0.0,31.42
0014N00001ndEulQAE,Grant Thornton,0.0,8.22,8.22,0.0,14.1
0014N00001zBVjtQAG,University of Texas - Dallas,0.0,7.88,7.88,0.0,16.84
001Vp00000392ycIAA,godeltech.com,0.0,7.77,7.77,0.0,13.03
001Vp00000cvJo1IAE,DEEPER THAN BLUE GROUP LIMITED,1.92,5.82,7.74,24.8,15.86
0016100001EzmreAAB,Euromonitor International,2.29,5.33,7.62,30.0,15.57
0016100001BKNmhAAH,Commerzbank,0.0,7.61,7.61,0.0,14.54
001Vp00000focQgIAI,corp.energyone.com,0.2,7.4,7.6,2.7,10.2
0014N00001wsPBqQAM,Colart,0.0,7.54,7.54,0.0,22.18
0018Y00002vQllAQAS,CHURCH OF ENGLAND CENTRAL SERVICES,0.0,7.48,7.48,0.0,33.04
001Vp0000038qpTIAQ,michiels.me.uk,1.17,6.11,7.28,16.0,17.03
001Vp000004xdnqIAA,student.univaq.it,0.0,7.27,7.27,0.0,15.54
001Vp00000Sfo3zIAB,THE INFORMATION LAB ITALIA SRL,0.0,7.11,7.11,0.0,10.59
001Vp000007dKyxIAE,Coreflex Solutions Inc.,2.67,4.38,7.05,37.8,14.6
0016100000U5DuXAAV,Salesforce.com,0.0,6.97,6.97,0.0,10.16
0013f000004Soe3AAC,EPAM Systems Inc (Dev sandbox),2.93,4.02,6.95,42.2,15.17
001Vp000005XAvbIAG,DAMM ENVIRONMENTAL HOLDINGS LIMITED,0.0,6.88,6.88,0.0,14.73
001Vp00000ZcEvRIAV,staveley.org,3.91,2.84,6.74,57.9,14.41
001Vp00000AeGi2IAF,etu.u-paris.fr,0.0,6.62,6.62,0.0,19.46
001Vp0000038tnSIAQ,DATAHAI BUSINESS INTELLIGENCE SOLUTIONS LIMITED,2.91,3.64,6.55,44.4,11.27
0016100000cF386AAC,Health Care Service Corporation (HCSC / Blue Cross and Blue Shield of Illinois  Montana  New Mexico  Oklahoma & Texas),0.0,6.42,6.42,0.0,11.83
0018Y000031DD4hQAG,Cloud Formations Ltd,0.0,6.24,6.24,0.0,11.53
001Vp000004japsIAA,University Of The People,0.0,6.18,6.18,0.0,13.21
0016100001BLOW1AAP,Sainsbury's,0.0,6.08,6.08,0.0,17.11
001Vp00000bK5CjIAK,FUNERAL SAFE LTD,0.0,6.05,6.05,0.0,14.43
0016100001TPLE9AAP,Mphasis,0.0,6.02,6.02,0.0,12.87
0018Y00002fsD9oQAE,AlphaFMC,3.71,2.3,6.01,61.8,11.26
001Vp0000033bftIAA,Bridewell,0.0,5.94,5.94,0.0,44.28
001Vp00000ByLctIAF,external.generation.org,0.0,5.94,5.94,0.0,17.47
00161000005eOcIAAU,Palantir Technologies Inc.,0.0,5.92,5.92,0.0,12.47
0016100001ZWixZAAT,National Audit Office,0.0,5.59,5.59,0.0,8.81
001Vp00000Get4iIAB,Opple Lighting,0.0,5.49,5.49,0.0,12.81
001Vp00000RdZcpIAF,development.sellafieldcloud.co.uk,0.0,5.49,5.49,0.0,10.09
0013f0000065PJOAA2,Ciklum,0.31,5.17,5.48,5.7,9.87
001Vp00000XzLPWIA3,METERING & MEASUREMENT SERVICES LIMITED,1.41,4.02,5.43,26.0,8.41
0018Y000031DMUCQA4,Rplus Analytis Solutions Private Limited,0.0,5.22,5.22,0.0,8.09
0016100001ceSH2AAM,Tech Mahindra - DACH,0.0,5.19,5.19,0.0,8.53
001Vp00000eTMcgIAG,ANTARES GLOBAL HOLDINGS LIMITED,0.0,4.76,4.76,0.0,8.72
001Vp0000033fbHIAQ,South Gloucestershire Council,0.0,4.59,4.59,0.0,20.03
0016100001XnYFvAAN,Ensono,0.0,4.57,4.57,0.0,11.33
0016100001WlpaFAAR,Cambridge Consultants,4.54,0.0,4.54,100.0,9.9
001Vp0000033an2IAA,cothinks.com,0.65,3.85,4.5,14.4,6.62
001Vp00000dCLTdIAO,datapridesolutions.com,0.0,4.38,4.38,0.0,6.78
001Vp00000Sw4O5IAJ,responsiveanalytix.co.uk,0.06,4.17,4.24,1.5,9.97
0013f00000Aid1TAAR,Faculty Science Limited,0.0,4.06,4.06,0.0,8.51
001Vp00000a8JrxIAE,247 Labs Inc,0.0,4.03,4.03,0.0,8.62
001Vp00000Ppzr9IAB,agileretail.co.uk,0.05,3.97,4.01,1.2,6.46
0013f000004Qzk6AAC,International Maritime Organization,0.0,3.94,3.94,0.0,13.65
001Vp00000Usc5UIAR,PIXELFUSION LIMITED,0.0,3.92,3.92,0.0,5.87
001Vp00000BuCt8IAF,icode.dev,0.53,3.37,3.91,13.7,5.82
0014N00001g8LLOQA2,TM Forum,0.0,3.68,3.68,0.0,10.83
001Vp00000VwhHNIAZ,FIDERES PARTNERS LLP,0.0,3.68,3.68,0.0,7.34
0016100001TPJtJAAX,Confluent,0.0,3.55,3.55,0.0,6.42
0013f000002nKU9AAM,HCL Technologies Limited,0.04,3.47,3.51,1.2,6.71
001Vp0000033ZacIAE,ASPIRE SYSTEMS (INDIA) PRIVATE LIMITED,0.0,3.49,3.49,0.0,10.93
0016100001SQfFsAAL,LISA,0.0,3.35,3.35,0.0,9.85
0013f000009f8kYAAQ,Timestamp,0.76,2.51,3.26,23.2,5.05
001Vp00000hreJWIAY,ELECO PUBLIC LIMITED COMPANY,1.35,1.87,3.22,41.8,18.26
001Vp00000a2FFyIAM,CRB CUNNINGHAMS LIMITED,0.0,3.21,3.21,0.0,10.56
001Vp0000033ca8IAA,UNIVERSITY OF SUSSEX(THE),0.0,3.17,3.17,0.0,6.77
001Vp0000033bntIAA,UNIVERSIDAD COMPLUTENSE DE MADRID,0.0,3.13,3.13,0.0,9.19
001Vp00000YGadRIAT,lainebiz.fi,0.0,3.13,3.13,0.0,5.32
0016100001G26HkAAJ,Informatica,0.0,3.07,3.07,0.0,4.76
001Vp00000IBYqTIAX,blackstoncoopers.co.uk,0.88,2.14,3.02,29.2,6.18
0018Y00002qSfYOQA0,BRQ SOLUÇÕES EM INFORMATICA SA,0.0,3.01,3.01,0.0,8.84
001Vp00000CQjgyIAD,Masarykova univerzita,0.0,2.92,2.92,0.0,6.25
0016100001dRjXcAAK,Nisum Technologies,0.0,2.91,2.91,0.0,4.51
0018Y00002yEg1MQAS,Bournemouth University,0.0,2.91,2.91,0.0,6.21
001Vp00000FZ6LGIA1,tajamar365.com,0.0,2.85,2.85,0.0,6.09
001Vp000004D87RIAS,onpgroup.co.uk,0.0,2.75,2.75,0.0,8.09
001Vp0000038v7pIAA,market-emergence.com,0.61,2.13,2.75,22.3,4.65
001Vp00000395jYIAQ,johnmenzies.aero,0.0,2.68,2.68,0.0,10.51
0018Y0000349Ri4QAE,Supreme AI Solutions,0.11,2.55,2.67,4.2,4.03
001Vp00000aoRI5IAM,kyncomaislabusdev.mscloud.kyndryl.com,0.93,1.71,2.65,35.3,5.2
0018Y00002zIpE8QAK,Lumilinks,1.37,1.19,2.56,53.5,3.92
0016100001BJa81AAD,KT Cloud,0.36,2.14,2.5,14.2,4.83
001Vp00000hDHGnIAO,graemeboulton.com,0.71,1.79,2.5,28.4,4.42
001Vp0000033hgSIAQ,FACULDADE DE CIÊNCIAS E TECNOLOGIA DA UNIVERSIDADE NOVA DE LISBOA,0.0,2.44,2.44,0.0,7.17
001Vp000009A60XIAS,VERITI & CO (AG) LIMITED,1.22,1.14,2.37,51.7,5.16
0016100000d1jkpAAA,Zafin,0.32,2.01,2.33,13.6,633.12
001Vp00000HQmAhIAL,exillar.com,0.0,2.33,2.33,0.0,3.42
0016100001H6k8nAAB,GraphPad Software LLC (d.b.a Dotmatics),0.0,2.29,2.29,0.0,3.75
001Vp00000VdnChIAJ,Statsoft  Inc.,0.1,2.17,2.27,4.5,3.5
00161000011ZrC8AAK,Nokia,0.0,2.25,2.25,0.0,4.81
001Vp00000eTC6uIAG,PREMIER GATEWAY SOLUTIONS LTD,0.0,2.18,2.18,0.0,6.4
001Vp00000GBgkQIAT,TRIMONTIUM LIMITED,0.27,1.91,2.17,12.3,3.24
001Vp00000HU8CrIAL,SILICON SQUARES CONSULTING LTD,0.0,2.15,2.15,0.0,3.32
0018Y000036fKzIQAU,Ceto AI,0.0,2.14,2.14,0.0,8.24
0014N000027P2NUQA0,Stephenson Harwood,0.42,1.72,2.13,19.5,4.56
001Vp0000033bizIAA,NORTHDOOR PLC,1.18,0.92,2.1,56.2,3.47
001Vp00000L7pcnIAB,hospitalinsights.co.uk,0.0,2.1,2.1,0.0,19.4
001Vp00000c6qZ9IAI,SOCAR - State Oil Company of the Republic of Azerbaijan,0.0,2.01,2.01,0.0,2.49
0016100000QKP0uAAH,Unilever,0.0,1.99,1.99,0.0,4.04
0016100001asGRYAA2,Celebal Technologies Private Limited (HQ),0.0,1.98,1.98,0.0,4.23
001Vp00000Gq9FjIAJ,simplifydata.co.uk,0.0,1.97,1.97,0.0,5.2
001Vp00000CoWHBIA3,jersey.police.je,0.13,1.77,1.9,6.8,7.51
001Vp00000R2Iz8IAF,FRONTIER ECONOMICS LIMITED,0.29,1.61,1.9,15.2,3.36
001Vp0000033bw4IAA,data2insights.co.uk,0.0,1.89,1.89,0.0,3.84
0018Y000031DpN4QAK,Bulien LLP,1.08,0.81,1.88,57.2,3.17
001Vp0000033ZUOIA2,STORM HEALTH LTD,0.0,1.87,1.87,0.0,5.51
001Vp00000OuoihIAB,EvoNext Ltd.,0.0,1.86,1.86,0.0,4.64
0018Y00002lqFkSQAU,AL Sydbank A/S,0.0,1.85,1.85,0.0,3.95
0018Y00002kwiSHQAY,Great Lakes Institute of Management,0.69,0.98,1.66,41.2,3.08
001Vp00000fCyyMIAS,Redpanda Data  Inc.,0.0,1.63,1.63,0.0,2.02
0013f0000065HBRAA2,iLink Digital (HQ),0.0,1.62,1.62,0.0,6.37
001Vp000005g27UIAQ,Open Trading Network,1.61,0.0,1.61,100.0,2.49
001Vp00000cjTgIIAU,Nan,0.0,1.6,1.6,0.0,8.43
0016100001BItH8AAL,Lloyds Banking Group,0.0,1.59,1.59,0.0,14.36
0018Y000032TsyjQAC,Red Olive Ltd,0.0,1.58,1.58,0.0,3.38
0016100000Y4X6vAAF,Slalom Consulting (HQ),0.17,1.4,1.57,10.9,2.29
0016100001QciSbAAJ,WSP,0.0,1.53,1.53,0.0,4.69
0018Y00002scE9aQAE,DXC UK INTERNATIONAL HOLDINGS LIMITED,0.0,1.53,1.53,0.0,2.37
0016100001E08bCAAR,Surrey County Council,0.0,1.51,1.51,0.0,7.7
001Vp000005DkDXIA0,bundredsoftware.com,0.0,1.49,1.49,0.0,5.83
001Vp00000N9KTjIAN,MoonLake Immunotherapeutics AG,0.0,1.46,1.46,0.0,3.13
0016100000U5DlLAAV,NetApp,0.0,1.45,1.45,0.0,3.09
001Vp00000eOwobIAC,student.junia.com,0.0,1.44,1.44,0.0,2.58
001Vp0000033e1DIAQ,CANEI SOLUTIONS LIMITED,0.0,1.44,1.44,0.0,2.22
0018Y00002qSl0UQAS,Agilisium Consulting India Pvt. Ltd,0.0,1.4,1.4,0.0,2.99
001Vp00000cA4pFIAS,AFFINITY IFA LIMITED,0.0,1.38,1.38,0.0,4.06
001Vp00000eBWgjIAG,noavc.com,0.0,1.35,1.35,0.0,2.09
001Vp0000033f9nIAA,artfarm.com,0.0,1.35,1.35,0.0,1.99
0014N000027P2ZVQA0,Graham and Brown,0.0,1.33,1.33,0.0,2.06
0016100001H6kv8AAB,Willis Towers Watson,0.0,1.33,1.33,0.0,2.05
001Vp00000VnLSxIAN,Aspire Systems Digital Transformation Inc,0.0,1.33,1.33,0.0,2.06
001610000142FoyAAE,Talend,0.0,1.33,1.33,0.0,4.12
001Vp0000033bkoIAA,zanalytics.io,0.0,1.31,1.31,0.0,2.02
0013f0000063WehAAE,AXA SEMEA,0.0,1.22,1.22,0.0,2.08
001Vp00000gpEjtIAE,SMARTLIGHT LLC,0.0,1.19,1.19,0.0,2.54
0016100001D7Dy7AAF,Hitachi Vantara,0.0,1.17,1.17,0.0,3.33
0016100001cgx5VAAQ,Warsaw University of Technology,0.0,1.14,1.14,0.0,2.04
001Vp00000bLvSdIAK,anicsdelight.com,0.0,1.11,1.11,0.0,1.89
0014N00001g7tBHQAY,Indiana Wesleyan University,0.0,1.11,1.11,0.0,1.97
0014N00001nf869QAA,Scott Logic,0.0,1.1,1.1,0.0,2.35
001Vp00000W2Dy5IAF,RIKKEISOFT CORPORATION,0.0,1.07,1.07,0.0,1.57
001Vp00000hW2cEIAS,Nextmune AB,0.3,0.77,1.07,28.1,2.33
0016100001G26IxAAJ,MICHAEL,0.0,1.07,1.07,0.0,3.15
001Vp00000QnydaIAB,betacapital.pl,0.0,0.96,0.96,0.0,2.05
0016100001AULcRAAX,Amadeus,0.0,0.96,0.96,0.0,8833.02
001Vp00000DKvynIAD,CORE TECHNOLOGY SYSTEMS (U.K.) LIMITED,0.0,0.96,0.96,0.0,2.81
001Vp00000YGZ34IAH,amcdatasens.co.uk,0.35,0.59,0.94,37.2,1.78
0018Y00002pLgSzQAK,Bluesmith Information Systems Ltd,0.0,0.94,0.94,0.0,7.19
001Vp0000038ilZIAQ,Ai.IO (aiScout),0.0,0.91,0.91,0.0,2.68
0018Y000032TzpVQAS,TH Cologne,0.0,0.88,0.88,0.0,2.59
001Vp00000DpxORIAZ,Cognita Schools,0.0,0.87,0.87,0.0,3.39
001Vp00000Y24f6IAB,J&T Express (极兔速递),0.16,0.7,0.86,18.2,1.83
0013f000004RYUaAAO,National Physical Laboratory Limited,0.0,0.85,0.85,0.0,2.79
0013f000004SnjpAAC,Bouvet Norge AS,0.0,0.83,0.83,0.0,1.77
001Vp0000038x6MIAQ,studio.unibo.it,0.0,0.81,0.81,0.0,1.73
0018Y00002scE5yQAE,Capita PLC,0.0,0.78,0.78,0.0,6.95
001Vp00000KINicIAH,outlook.cz,0.0,0.77,0.77,0.0,1.13
001Vp00000fGIB4IAO,entutech.nl,0.0,0.74,0.74,0.0,1.09
001Vp00000dd71ZIAQ,OCEAN INFINITY INNOVATIONS LIMITED,0.0,0.74,0.74,0.0,2.17
0016100001LgvV5AAJ,Ordnance Survey (OS),0.0,0.74,0.74,0.0,1.63
0018Y0000347k7PQAQ,Acrisure International (Subsidiary Account to Acrisure LLC),0.0,0.73,0.73,0.0,1.01
0014N00001g73I6QAI,MSN,0.0,0.72,0.72,0.0,1.54
0014N00001tNbSbQAK,PayPoint,0.0,0.68,0.68,0.0,6.23
0014N000020qR8IQAU,OAG,0.0,0.68,0.68,0.0,2.01
0016100001XnkcLAAR,Thames Valley Police,0.0,0.63,0.63,0.0,1.55
001Vp00000RdO6DIAV,Aegis London,0.0,0.63,0.63,0.0,1.36
001Vp0000067jUrIAI,solv-systems.com,0.0,0.62,0.62,0.0,1.84
00161000019qozeAAA,Teleperformance Group,0.0,0.62,0.62,0.0,1.32
0018Y0000347VRVQA2,Nice Software Solutions Pvt. Ltd,0.33,0.26,0.59,55.9,1.26
001Vp00000gV64AIAS,DATAGOAT LIMITED,0.0,0.56,0.56,0.0,1.63
001Vp000004zhfIIAQ,student.mes.ac.in,0.0,0.55,0.55,0.0,0.81
0016100001cg8FsAAI,QuEST Global,0.0,0.54,0.54,0.0,0.79
001Vp0000033aGoIAI,OCTAVIUS INFRASTRUCTURE LTD.,0.0,0.54,0.54,0.0,2.5
001Vp00000gLYY0IAO,SALTS HEALTHCARE LIMITED,0.26,0.28,0.53,48.2,1.14
0018Y00002yEFQGQA4,National College of Ireland,0.0,0.52,0.52,0.0,1.12
0016100001TPKgXAAX,Georgia Tech - Georgia Institute of Technology,0.0,0.52,0.52,0.0,1.53
001Vp00000KxJO6IAN,Western Digital Corporation,0.0,0.51,0.51,0.0,0.76
0018Y000036dWShQAM,Mondra Global Limited,0.0,0.5,0.5,0.0,1.06
001Vp00000ALce7IAD,hgh1.co.uk,0.0,0.46,0.46,0.0,1.36
0016100000UNh4HAAT,Experian,0.0,0.43,0.43,0.0,3.84
001Vp0000033aepIAA,craigporteous.com,0.0,0.42,0.42,0.0,0.91
0016100001XnZEqAAN,National University of Singapore (NUS),0.0,0.42,0.42,0.0,0.99
0016100001SR2CRAA1,Andrews,0.0,0.42,0.42,0.0,1.25
0016100000U5DmTAAV,IBM (HQ),0.0,0.41,0.41,0.0,0.87
001Vp0000033j27IAA,argento-it.co.uk,0.0,0.39,0.39,0.0,2.75
001Vp00000g7Sx3IAE,VOLTWISE POWER HOLDINGS LIMITED,0.0,0.38,0.38,0.0,0.81
001Vp00000gwOg8IAE,SHARPCLOUD LIMITED,0.0,0.35,0.35,0.0,1.02
0016100001Xna14AAB,Sphera Solutions  Inc.,0.0,0.35,0.35,0.0,1.06
001Vp000006Low8IAC,student.hcmute.edu.vn,0.0,0.34,0.34,0.0,0.99
001Vp000003FdnNIAS,Hogeschool Inholland,0.0,0.31,0.31,0.0,0.91
0016100001Ugr8UAAR,Techvista Systems FZ LLC,0.0,0.28,0.28,0.0,0.59
001Vp00000irdZvIAI,beyondanalytiq.co.uk,0.0,0.28,0.28,0.0,0.6
001Vp00000eOtvZIAS,TRINITYM LIMITED,0.0,0.27,0.27,0.0,0.57
001Vp00000HQxttIAD,mail.tau.ac.il,0.0,0.26,0.26,0.0,0.41
0018Y00002yEPLvQAO,Bobsled,0.0,0.25,0.25,0.0,0.39
00161000019QY6tAAG,Rabobank,0.0,0.25,0.25,0.0,0.54
0014N00002D7YnMQAV,Showmax,0.0,0.24,0.24,0.0,0.52
0014N00001g7s15QAA,ActiveViam,0.17,0.06,0.23,72.3,0.49
001Vp00000W1u97IAB,INDIGOEDEN CONSULTING LTD,0.0,0.22,0.22,0.0,2208.47
0016100001BLyq8AAD,Eni,0.0,0.18,0.18,0.0,0.52
001Vp000006XPPBIA4,alumni.mioti.es,0.0,0.17,0.17,0.0,0.49
0013f00000642HWAAY,Birla Institute of Management Technology,0.0,0.17,0.17,0.0,0.36
001Vp000004zgy8IAA,Eötvös Loránd Tudományegyetem,0.0,0.17,0.17,0.0,0.49
0016100000d2ezpAAA,Commvault,0.0,0.15,0.15,0.0,0.27
00161000019qXQwAAM,JR Simplot Company,0.0,0.15,0.15,0.0,0.43
0018Y00002sd2khQAA,MCKINSEY & COMPANY INC UNITED KINGDOM,0.0,0.14,0.14,0.0,1.29
0016100001XnYgSAAV,The University of Edinburgh,0.0,0.13,0.13,0.0,0.27
0018Y00002kwiSfQAI,BITS Pilani - India,0.0,0.13,0.13,0.0,0.27
0016100001SQgHQAA1,Amal,0.0,0.13,0.13,0.0,0.27
001Vp00000fJF5QIAW,sacredkart.com,0.0,0.06,0.06,0.0,0.13
None,,0.0,0.06,0.06,0.0,104317.76
0016100001TPKPtAAP,University of Illinois at Urbana-Champaign,0.0,0.05,0.05,0.0,0.12
0013f00000AiHbuAAF,SDG Group (HQ),0.0,0.05,0.05,0.0,0.16
0013f000009gEWoAAM,Paradigma Digital S.L.,0.0,0.02,0.02,0.0,0.04
001Vp00000dFcD0IAK,kositech.co.uk,0.0,0.01,0.01,0.0,0.03
0018Y00002qRsFLQA0,The Data Crew,0.0,0.0,0.0,None,4416.0
0016100000d0N03AAE,MILLIMAN,0.0,0.0,0.0,None,2208.0
0014N00001iqo7YQAQ,The Oakland Group,0.0,0.0,0.0,None,2208.0
0018Y000032TDxPQAW,Warwickshire Police,0.0,0.0,0.0,None,4416.0
0018Y000036cqqMQAQ,Arkahna Pty Ltd,0.0,0.0,0.0,None,444.0
0016100001fQSWLAA4,Mubadala Investment Company,0.0,0.0,0.0,None,2208.0
00161000011ZjBDAA0,General Atlantic,0.0,0.0,0.0,None,2208.0
0018Y00002m3yY8QAI,Pendragon PLC,0.0,0.0,0.0,None,2.0
0018Y00002lqTPbQAM,Multiplex,0.0,0.0,0.0,None,13248.0
001Vp000005WDlkIAG,APTITUDE SOFTWARE GROUP PLC,0.0,0.0,0.0,None,83904.0
001Vp00000dsHMxIAM,Waterstons Ltd,0.0,0.0,0.0,None,834.0
001Vp00000JwjRjIAJ,patton-filson.com,0.0,0.0,0.0,None,180.0
001Vp00000Bt3QWIAZ,Save the Children,0.0,0.0,0.0,None,17664.0
001Vp00000V0nDRIAZ,techknowline.com,0.0,0.0,0.0,0.0,0.07
